원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
SR35218,A,WO,20000,2021-02-26,PR2021022624,0,PEMA023901510,151,4,WRE-580FX(55%),16,2200,22,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-02-26,PR2021022624,0,PEMA023901510,151,5,WRE-550T,21,681,6.81,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-02-26,PR2021022624,0,PEMA023901510,151,6,M30,7,480,4.8,0,KG,마지막에 투입해주세요,0,30,1,
SR38117,A,WO,20000,2021-02-26,PR2021022624,0,PEMA023901510,151,3,PC소포제,0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SN4021022604,0,TSN4012039105,1,1,사용수,30,6593,65.93,0,KG,,7,60,1,
SR34364,A,WO,20000,2021-02-26,SN4021022604,0,TSN4012039105,1,5,PEMA-550XD,15,640,6.4,0,KG,,0,10,1,
SR35500,A,WO,20000,2021-02-26,SN4021022604,0,TSN4012039105,1,4,PEMA-500FR,13,1600,16,0,KG,,0,10,1,
SR35556,A,WO,20000,2021-02-26,SN4021022604,0,TSN4012039105,1,3,PEMA-630XR,11,1160,11.6,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-02-26,SN4021022604,0,TSN4012039105,1,2,PC소포제,0,7,0.07,0,KG,,0,0,1,
PEMA043045700,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,8,PEMA-HR1500 신송,0,3290,65.8,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,1,사용수,30,276.5,5.53,0,KG,,8.5,60,1,
SR13801,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,2,액상리그닌,3,3.5,0.07,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,7,RA-300S,1,19,0.38,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,4,WRE-770,18,497,9.94,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,5,WRE-550T,21,250,5,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,6,Urea-20%,4,659,13.18,0,KG,,0,25,1,
SR38117,A,WO,20000,2021-02-26,SR2021022601,0,PEMA033049301,24,3,PC소포제,0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,1,사용수,30,4145.4,69.09,0,KG,,9,45,1,
SR13801,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,2,액상리그닌,3,3,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,6,RA-300S,1,21.6,0.36,0,KG,,0,5,1,
SR35218,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,4,WRE-580FX(55%),16,960,16,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,5,WRE-550T,21,864,14.4,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-02-26,SR2021022616,0,PEMA03087900,13,3,PC소포제,0,6,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,1,사용수,30,2913.5,58.27,0,KG,,8.5,45,1,
SR13801,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,2,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,8,RA-300S,1,17.5,0.35,0,KG,,0,5,1,
SR18520,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,7,DEA,0,375,7.5,0,KG,마지막투입,0,0,1,
SR35217,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,6,SRE-110(50%),24,545.5,10.91,0,KG,,0,15,1,
SR35218,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,4,WRE-580FX(55%),16,645,12.9,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,5,SRE-200SD-T,14,495,9.9,0,KG,,0,10,1,
SR38117,A,WO,20000,2021-02-26,SR2A21022614,0,PEMA063023200,5,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,1,사용수,30,4659.2,66.56,0,KG,,20.3,60,1,
SR13801,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,2,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,5,글루콘산소다,2,140,2,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,9,RA-300S,1,38.5,0.55,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,6,WRE-770,18,875,12.5,0,KG,,0,20,1,
SR35228,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,7,SRE-200SD-T,14,672,9.6,0,KG,,0,10,1,
SR35500,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,8,PEMA-500FR,13,315,4.5,0,KG,,0,10,1,
SR35903,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,10,PCA3000,10,280,4,0,KG,마지막투입,0,30,1,
SR38117,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,3,PC소포제,0,4.9,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-26,SR2A21022620,0,PEMA053103800,1,4,소포제(MR-130),0,8.4,0.12,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,1,사용수,30,2930.5,58.61,0,KG,,7.5,60,1,
SR13801,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,7,RA-300S,1,12,0.24,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,4,WRE-770,18,1025,20.5,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,5,WRE-550T,21,615,12.3,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,6,SRE-200SD-T,14,410,8.2,0,KG,,0,10,1,
SR38117,A,WO,20000,2021-02-26,SR3F21022613,0,PEMA533022500,1,3,PC소포제,0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,1,사용수,30,2924,58.48,0,KG,,10.5,60,1,
SR13801,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,5,WRE-580FX(55%),16,750,15,0,KG,,0,15,1,
SR35500,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,7,PEMA-500FR,13,550,11,0,KG,,0,10,1,
SR35556,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,6,PEMA-630XR,11,390,7.8,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,8,Urea-20%,4,375,7.5,0,KG,,0,25,1,
SR38117,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-26,SR3F21022621,0,PEMA023035303,8,4,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-28,AE21022903,0,SSA013048200,34,1,사용수,30,4920,82,0,KG,,0,60,1,
SR15500,A,WO,20000,2021-02-28,AE21022903,0,SSA013048200,34,2,공기연행제,5,1080,18,0,KG,CJ !,0,20,1,
SR11002,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,1,사용수,30,6385,63.85,0,KG,,15,45,1,
SR13801,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,7,RA-300S,1,250,2.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,4,WRE-770,18,1150,11.5,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,5,WRE-550T,21,1150,11.5,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,8,PCA3000,10,600,6,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,6,Urea-20%,4,450,4.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-28,HR1521022802,0,PEMA023092200,22,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,1,사용수,30,12830,64.15,0,KG,,44,60,1,
SR35218,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,4,WRE-580FX(55%),16,2726,13.63,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,5,WRE-550T,21,3000,15,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,6,M30,7,1400,7,0,KG,맨마지막투입해주세요,0,30,1,
SR38117,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,2,PC소포제,0,14,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-28,PR1021030101,0,PEMA013049402,129,3,소포제(MR-130),0,30,0.15,0,KG,,0,0,1,
SR15500,A,WO,20000,2021-03-01,AE21030103,0,SSA073046500,289,1,공기연행제,5,1000,100,0,KG,CJ !!,0,20,1,
SR15500,A,WO,20000,2021-03-01,AE21030115,0,SSA013035303,1,1,공기연행제,5,4000,100,0,KG,CJ -AE제,0,20,1,
SR11002,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,1,사용수,30,5086,50.86,0,KG,재활용수금지,20,60,1,
SR13801,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,4,WRE-580FX(55%),16,1336,13.36,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,5,WRE-550T,21,628,6.28,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,7,M30,7,1000,10,0,KG,미지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,6,Urea-20%,4,1930,19.3,0,KG,,0,25,1,
SR38117,A,WO,20000,2021-03-01,CSA421030116,0,PEMA073072100,7,3,PC소포제,0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,1,사용수,30,5256,65.7,0,KG,재활용수금지,24,45,1,
SR13801,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,2,액상리그닌,3,4,0.05,0,KG,,0,0,1,
SR35224,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,4,WRE-770,18,1536,19.2,0,KG,,0,20,1,
SR35500,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,6,PEMA-500FR,13,720,9,0,KG,,0,10,1,
SR35556,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,5,PEMA-630XR,11,256,3.2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,7,PCA3000,10,208,2.6,0,KG,마지막투입,0,30,1,
SR68222,A,WO,20000,2021-03-01,CSA521030107,0,PEMA033035307,56,3,소포제(MR-130),0,20,0.25,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,1,사용수,30,7296,60.8,0,KG,재활용수절대금지!,24,45,1,
SR13801,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,2,액상리그닌,3,12,0.1,0,KG,,0,0,1,
SR35224,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,4,WRE-770,18,1920,16,0,KG,,0,20,1,
SR35228,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,5,SRE-200SD-T,14,1920,16,0,KG,,0,10,1,
SR35758,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,7,M30,7,240,2,0,KG,마지막투입,0,30,1,
SR35903,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,6,PCA3000,10,600,5,0,KG,,0,30,1,
SR68222,A,WO,20000,2021-03-01,CSA521030114,0,PEMA033035303,1,3,소포제(MR-130),0,12,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,1,사용수,30,6800,68,0,KG,재활용수800kg,20,60,1,
SR13801,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,6,RA-300S,1,600,6,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,4,WRE-770,18,1000,10,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,7,PCA3000,10,480,4.8,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,5,Urea-20%,4,1100,11,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,CSA521030119,0,PEMA033120700,18,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,1,사용수,30,7095,70.95,0,KG,,15,60,1,
SR13801,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,6,RA-300S,1,300,3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,4,WRE-770,18,1650,16.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,7,PCA3000,10,450,4.5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,5,Urea-20%,4,490,4.9,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,CSA521030126,0,PEMA073022500,12,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,1,사용수,30,8220,54.8,0,KG,재활용수1 200kg,30,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,2,액상리그닌,3,15,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,6,RA-300S,1,675,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,4,WRE-770,18,1725,11.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,7,PCA3000,10,1050,7,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,5,Urea-20%,4,3300,22,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-03-01,HR1021030101,0,PEMA033046500,393,3,소포제(MR-130),0,15,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,1,사용수,30,3612,51.6,0,KG,재활용수560kg적용,14,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,2,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,6,RA-300S,1,434,6.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,4,WRE-770,18,630,9,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,7,PCA3000,10,420,6,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,5,Urea-20%,4,1890,27,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-03-01,HR1021030104,0,PEMA013058606,46,3,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,1,사용수,30,6465,64.65,0,KG,재활용수800kg적용,15,45,1,
SR13801,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,6,RA-300S,1,170,1.7,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,4,WRE-770,18,1500,15,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,7,PCA3000,10,600,6,0,KG,마지막 투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,5,Urea-20%,4,1250,12.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030105,0,PEMA013060100,231,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,1,사용수,30,6140,61.4,0,KG,재활용수300kg적용,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,4,글루콘산소다,2,200,2,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,7,RA-300S,1,330,3.3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,5,WRE-770,18,1210,12.1,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,8,PCA3000,10,250,2.5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,6,Urea-20%,4,1850,18.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030106,0,PEMA023111400,29,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,1,사용수,30,6130,61.3,0,KG,재활용수800KG,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,7,RA-300S,1,250,2.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,4,WRE-770,18,1500,15,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,5,WRE-550T,21,200,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,8,PCA3000,10,700,7,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,6,Urea-20%,4,1200,12,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030108,0,PEMA043041502,193,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,1,사용수,30,5680,56.8,0,KG,재활용수800kg적용,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,6,RA-300S,1,530,5.3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,4,WRE-770,18,1280,12.8,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,7,PCA3000,10,520,5.2,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,5,Urea-20%,4,1970,19.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030110,0,PEMA13031400,189,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,1,사용수,30,5940,59.4,0,KG,재활용수800kg,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,7,RA-300S,1,340,3.4,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,4,WRE-770,18,1400,14,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,5,WRE-550T,21,200,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,8,PCA3000,10,500,5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,6,Urea-20%,4,1600,16,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030111,0,PEMA063041501,445,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,1,사용수,30,5730,57.3,0,KG,재활용수300KG,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,4,글루콘산소다,2,600,6,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,9,RA-300S,1,90,0.9,0,KG,,0,5,1,
SR35218,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,5,WRE-580FX(55%),16,890,8.9,0,KG,,0,15,1,
SR35500,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,7,PEMA-500FR,13,560,5.6,0,KG,,0,10,1,
SR35556,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,6,PEMA-630XR,11,1260,12.6,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,8,Urea-20%,4,850,8.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-03-01,HR1021030112,0,PEMA033009000,125,3,PC소포제,0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,1,사용수,30,4933.6,61.67,0,KG,재활용수640kg,16,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,2,액상리그닌,3,8,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,4,글루콘산소다,2,320,4,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,9,RA-300S,1,400,5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,5,WRE-770,18,504,6.3,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,6,WRE-550T,21,690.4,8.63,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,7,SRE-200SD-T,14,656,8.2,0,KG,,0,10,1,
SR35903,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,10,PCA3000,10,320,4,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,8,Urea-20%,4,160,2,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-03-01,HR1021030117,0,PEMA013072100,181,3,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,1,사용수,30,4268,53.35,0,KG,재활용수640kg적용,20,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,2,액상리그닌,3,8,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,6,RA-300S,1,1280,16,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,4,WRE-770,18,800,10,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,7,PCA3000,10,240,3,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,5,Urea-20%,4,1392,17.4,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-01,HR1021030118,0,PEMA023024801,315,3,소포제(MR-130),0,12,0.15,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,1,사용수,30,5963,59.63,0,KG,재활용수300kg,22,60,1,
SR13801,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,5,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,10,RA-300S,1,65,0.65,0,KG,,0,5,1,
SR35217,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,8,SRE-110(50%),24,750,7.5,0,KG,,0,15,1,
SR35224,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,6,WRE-770,18,550,5.5,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,7,WRE-550T,21,1200,12,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,9,Urea-20%,4,1150,11.5,0,KG,,0,35,1,
SR38117,A,WO,20000,2021-03-01,HR1021030120,0,PEMA023033600,72,3,PC소포제,0,7,0.07,0,KG,,0,0,1,
